mode,row_index,docx_render_s,word_convert_s,signature_s,delete_temp_s,total_s,kept_docx
docx_only,47,0.04861430008895695,0.0,0.0,0.0,0.04861729999538511,False
docx_only,48,0.04582890006713569,0.0,0.0,0.0,0.04583359998650849,False
docx_only,49,0.05224390001967549,0.0,0.0,0.0,0.052246500039473176,False
old_docx_plus_pdf,0,0.04885099991224706,11.695171999977902,0.7239100999431685,0.0002484000287950039,12.468197399983183,True
old_docx_plus_pdf,1,0.051255300058983266,9.644988900050521,0.09535499999765307,0.0004472000291571021,9.792071799980476,True
old_docx_plus_pdf,2,0.06710250000469387,11.571657299995422,0.09716000000480562,0.0007354000117629766,11.736672100028954,True
old_docx_plus_pdf,3,0.06361900002229959,9.495638799970038,0.10464650008361787,0.0002731999848037958,9.664193099946715,True
old_docx_plus_pdf,4,0.05456619989126921,8.18035320006311,0.09827370010316372,0.0005388000281527638,8.333750799996778,True
old_docx_plus_pdf,5,0.05285930004902184,11.029675099998713,0.11418400006368756,0.00043780007399618626,11.197173799970187,True
old_docx_plus_pdf,6,0.05932919995393604,10.604888299945742,0.10708169999998063,0.00043340004049241543,10.771745199919678,True
old_docx_plus_pdf,7,0.06872710003517568,11.815646299975924,0.09504899999592453,0.00024770002346485853,11.979679000098258,True
old_docx_plus_pdf,8,0.043023800011724234,11.244924299884588,0.0851124000037089,0.0002568999771028757,11.373326199944131,True
old_docx_plus_pdf,9,0.04630140005610883,8.251504000043496,0.09396289999131113,0.00022039993200451136,8.391996499965899,True
old_docx_plus_pdf,0,0.044730099965818226,9.70181599992793,0.08906260004732758,0.0003529000096023083,9.835969200008549,True
old_docx_plus_pdf,1,0.051677600014954805,8.247618999914266,0.12372390006203204,0.000242199981585145,8.423273099935614,True
old_docx_plus_pdf,2,0.043676699977368116,7.772665400058031,0.10219599993433803,0.00024670001585036516,7.918794000055641,True
old_docx_plus_pdf,3,0.04933339997660369,10.40837299998384,0.12326129991561174,0.0002557000843808055,10.581232199911028,True
